 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,1237,2,2,94,230,47,47,47,0,115,115,115,0,261924.0097,3233.629749,412.3333333,710.7209954,1233,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,80,64,1616.814875,1616.814875,47,115,74.2,37.24513391,1387.2,0,0,0,0,0,0,0,0,1,92.75,47,115,80,0,0,0,0,0,0,2,94,2,230,-1,-1,1,40,0,0,0,0,0,0,0,0,BENIGN
49504,81,1,2,0,0,0,0,0,0,0,0,0,0,0,37037.03704,40.5,12.02081528,49,32,0,0,0,0,0,49,49,0,49,49,0,0,0,0,32,64,12345.67901,24691.35802,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,32,0,0,0,0,0,0,1,0,2,0,243,290,0,32,0,0,0,0,0,0,0,0,BENIGN
80,5165217,3,1,0,0,0,0,0,0,0,0,0,0,0,0.774410833,1721739,2981392.064,5164354,99,5165217,2582608.5,3651139.501,5164354,863,0,0,0,0,0,0,0,0,0,104,40,0.580808125,0.193602708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack ï¿½ XSS
53,160,2,2,60,264,30,30,30,0,132,132,132,0,2025000,25000,53.33333333,88.91756482,156,1,3,3,0,3,3,1,1,0,1,1,0,0,0,0,64,64,12500,12500,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30,132,64,0,0,0,0,0,0,2,60,2,264,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,31781,1,1,53,141,53,53,53,0,141,141,141,0,6104.27614,62.93068185,31781,0,31781,31781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,31.46534093,31.46534093,53,141,82.33333333,50.80682369,2581.333333,0,0,0,0,0,0,0,0,1,123.5,53,141,20,0,0,0,0,0,0,1,53,1,141,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,182,2,2,76,180,38,38,38,0,90,90,90,0,1406593.407,21978.02198,60.66666667,63.31139971,129,4,4,4,0,4,4,49,49,0,49,49,0,0,0,0,40,40,10989.01099,10989.01099,38,90,58.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,73.5,38,90,40,0,0,0,0,0,0,2,76,2,180,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,218013,2,2,54,360,27,27,27,0,180,180,180,0,1898.969328,18.34752973,72671,125865.5341,218008,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,64,80,9.173764867,9.173764867,27,180,88.2,83.8015513,7022.7,0,0,0,0,0,0,0,0,1,110.25,27,180,64,0,0,0,0,0,0,2,54,2,360,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,5272834,2,2,125,334,76,49,62.5,19.09188309,204,130,167,52.32590181,87.04996213,0.758605334,1757611.333,3003517.844,5225775,23374,5249149,5249149,0,5249149,5249149,5249460,5249460,0,5249460,5249460,0,0,0,0,64,60,0.379302667,0.379302667,49,204,101.6,66.10824457,4370.3,0,0,0,0,0,0,0,0,1,127,62.5,167,64,0,0,0,0,0,0,2,125,2,334,-1,-1,1,32,23374,0,23374,23374,5225775,0,5225775,5225775,BENIGN
80,5914324,3,1,0,0,0,0,0,0,0,0,0,0,0,0.676324124,1971441.333,3414040.735,5913636,118,5914324,2957162,4181085.628,5913636,688,0,0,0,0,0,0,0,0,0,104,40,0.507243093,0.169081031,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack ï¿½ Brute Force
443,116003981,26,28,811,23579,325,0,31.19230769,74.60027841,2920,0,842.1071429,903.5458684,210.2514051,0.465501266,2188754.358,4104745.276,10000000,1,116000000,4640159.24,4993208.12,10000000,1,110000000,4086817.556,5016442.072,10000000,48,0,0,0,0,532,704,0.224130239,0.241371027,0,2920,443.4545455,760.6927111,578653.4007,0,0,0,1,0,0,0,0,1,451.6666667,31.19230769,842.1071429,532,0,0,0,0,0,0,26,811,28,23579,8192,123,25,20,38086.5,23527.05137,112359,29560,9628911.833,1259288.03,10000000,5630169,BENIGN
443,87705,1,1,6,6,6,6,6,0,6,6,6,0,136.822302,22.80371701,87705,0,87705,87705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,11.4018585,11.4018585,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,253,18,0,20,0,0,0,0,0,0,0,0,BENIGN
137,20,13,0,650,0,50,50,50,0,0,0,0,0,32500000,650000,1.666666667,1.435481125,6,1,20,1.666666667,1.435481125,6,1,0,0,0,0,0,0,0,0,0,260,0,650000,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,53.84615385,50,0,260,0,0,0,0,0,0,13,650,0,0,-1,-1,12,20,0,0,0,0,0,0,0,0,BENIGN
80,115640584,17,15,294,1442,294,0,17.29411765,71.30547376,1437,0,96.13333333,370.9418258,15.01203072,0.27671946,3730341.419,4817709.846,10000000,4,116000000,7227536.5,4469828.663,10100000,178,111000000,7897367.214,4272363.182,10100000,159,0,0,0,0,552,488,0.147007213,0.129712247,0,1437,52.60606061,253.7288094,64378.30871,0,0,0,1,0,0,0,0,0,54.25,17.29411765,96.13333333,552,0,0,0,0,0,0,17,294,15,1442,29200,118,1,32,40900.54545,12671.54339,79105,36849,10000000,3640.52914,10000000,9999984,BENIGN
80,8827875,4,4,602,364,602,0,150.5,301,364,0,91,182,109.4261076,0.906220353,1261125,2178910.627,5002587,106,3825288,1275096,2204028.406,3820088,867,8827744,2942581.333,2612971.933,5003207,3607,0,0,0,0,136,136,0.453110177,0.453110177,0,602,107.3333333,221.137966,48902,0,0,0,1,0,0,0,0,1,120.75,150.5,91,136,0,0,0,0,0,0,4,602,4,364,29200,236,1,32,0,0,0,0,0,0,0,0,Web Attack ï¿½ Brute Force
123,159,2,2,96,96,48,48,48,0,48,48,48,0,1207547.17,25157.2327,53,53.25410782,109,3,3,3,0,3,3,47,47,0,47,47,0,0,0,0,64,64,12578.61635,12578.61635,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,430,1,1,35,108,35,35,35,0,108,108,108,0,332558.1395,4651.162791,430,0,430,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2325.581395,2325.581395,35,108,59.33333333,42.14656965,1776.333333,0,0,0,0,0,0,0,0,1,89,35,108,32,0,0,0,0,0,0,1,35,1,108,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
36097,47,2,0,0,0,0,0,0,0,0,0,0,0,0,42553.19149,47,0,47,47,47,47,0,47,47,0,0,0,0,0,0,0,0,0,64,0,42553.19149,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,22687,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
443,117935215,18,18,1036,9413,359,0,57.55555556,93.64150803,1430,0,522.9444444,616.2491353,88.59949083,0.305252337,3369577.571,13800000,58900000,2,118000000,6937365.588,19500000,58900000,31,118000000,6932213.765,19500000,59000000,2,0,0,0,0,372,372,0.152626169,0.152626169,0,1430,282.4054054,489.792726,239896.9144,0,0,0,1,0,0,0,0,1,290.25,57.55555556,522.9444444,372,0,0,0,0,0,0,18,1036,18,9413,8192,360,17,20,180376.5,132308.8711,273933,86820,58700000,245699.8075,58900000,58600000,BENIGN
53,188320,1,1,51,182,51,51,51,0,182,182,182,0,1237.255735,10.6202209,188320,0,188320,188320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,5.31011045,5.31011045,51,182,94.66666667,75.63288526,5720.333333,0,0,0,0,0,0,0,0,1,142,51,182,20,0,0,0,0,0,0,1,51,1,182,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,120340,2,2,66,246,33,33,33,0,123,123,123,0,2592.654147,33.23915573,40113.33333,69466.2071,120326,4,4,4,0,4,4,10,10,0,10,10,0,0,0,0,64,40,16.61957786,16.61957786,33,123,69,49.29503018,2430,0,0,0,0,0,0,0,0,1,86.25,33,123,64,0,0,0,0,0,0,2,66,2,246,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,5993980,3,1,0,0,0,0,0,0,0,0,0,0,0,0.667336227,1997993.333,3459930.568,5993177,35,5993980,2996990,4237248.291,5993177,803,0,0,0,0,0,0,0,0,0,104,40,0.500502171,0.166834057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack ï¿½ XSS
53,120228,1,1,50,156,50,50,50,0,156,156,156,0,1713.411185,16.63506005,120228,0,120228,120228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,40,8.317530026,8.317530026,50,156,85.33333333,61.19912853,3745.333333,0,0,0,0,0,0,0,0,1,128,50,156,32,0,0,0,0,0,0,1,50,1,156,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
443,127706,7,10,979,625,688,0,139.8571429,257.1072594,439,0,62.5,136.9284079,12560.09898,133.118256,7981.625,16594.69039,41603,1,83835,13972.5,21400.43709,41659,3,86215,9579.444444,18247.16252,41813,1,0,0,0,0,232,328,54.81339953,78.30485647,0,688,89.11111111,187.6194173,35201.04575,0,0,0,1,0,0,0,0,1,94.35294118,139.8571429,62.5,232,0,0,0,0,0,0,7,979,10,625,29200,5059,3,32,0,0,0,0,0,0,0,0,BENIGN
443,5490834,8,11,1193,4623,852,0,149.125,292.8917096,1460,0,420.2727273,604.9924117,1059.219783,3.460312222,305046.3333,1163927.326,4965094,3,525740,75105.71429,66414.91617,164696,410,5378687,537868.7,1574294.416,5015563,3,0,0,0,0,172,228,1.456973567,2.003338655,0,1460,290.8,496.8421967,246852.1684,0,0,0,1,0,0,0,0,1,306.1052632,149.125,420.2727273,172,0,0,0,0,0,0,8,1193,11,4623,8192,5549,7,20,0,0,0,0,0,0,0,0,BENIGN
80,5531629,3,1,0,0,0,0,0,0,0,0,0,0,0,0.723114294,1843876.333,3192244.771,5529963,130,5531629,2765814.5,3909096.297,5529963,1666,0,0,0,0,0,0,0,0,0,104,40,0.542335721,0.180778574,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack ï¿½ XSS
53,98479,1,1,50,162,50,50,50,0,162,162,162,0,2152.743224,20.30889834,98479,0,98479,98479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10.15444917,10.15444917,50,162,87.33333333,64.66323015,4181.333333,0,0,0,0,0,0,0,0,1,131,50,162,32,0,0,0,0,0,0,1,50,1,162,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,59983,1,1,65,81,65,65,65,0,81,81,81,0,2434.022973,33.34278045,59983,0,59983,59983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,16.67139023,16.67139023,65,81,70.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,105.5,65,81,20,0,0,0,0,0,0,1,65,1,81,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
49580,739,1,1,0,0,0,0,0,0,0,0,0,0,0,2706.359946,739,0,739,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,1353.179973,1353.179973,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,227,229,0,32,0,0,0,0,0,0,0,0,BENIGN
53,23659,2,2,78,110,39,39,39,0,55,55,55,0,7946.236105,169.0688533,7886.333333,13653.46785,23652,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,84.53442665,84.53442665,39,55,45.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,56.75,39,55,40,0,0,0,0,0,0,2,78,2,110,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,24963,2,0,0,0,0,0,0,0,0,0,0,0,0,80.11857549,24963,0,24963,24963,24963,24963,0,24963,24963,0,0,0,0,0,0,0,0,0,64,0,80.11857549,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,242,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
62407,4476,3,0,18,0,6,6,6,0,0,0,0,0,4021.447721,670.2412869,2238,2869.439318,4267,209,4476,2238,2869.439318,4267,209,0,0,0,0,0,0,0,0,0,60,0,670.2412869,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,8,6,0,60,0,0,0,0,0,0,3,18,0,0,360,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
53,149,2,2,70,102,35,35,35,0,51,51,51,0,1154362.416,26845.63758,49.66666667,80.82903769,143,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,13422.81879,13422.81879,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35,51,40,0,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
8612,19,13,0,234,0,18,18,18,0,0,0,0,0,12300000,684210.5263,1.583333333,1.443375673,6,1,19,1.583333333,1.443375673,6,1,0,0,0,0,0,0,0,0,0,416,0,684210.5263,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,19.38461538,18,0,416,0,0,0,0,0,0,13,234,0,0,-1,-1,12,32,0,0,0,0,0,0,0,0,BENIGN
40855,45,1,1,0,0,0,0,0,0,0,0,0,0,0,44444.44444,45,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,22222.22222,22222.22222,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,227,229,0,32,0,0,0,0,0,0,0,0,BENIGN
80,5408939,3,1,0,0,0,0,0,0,0,0,0,0,0,0.739516567,1802979.667,3122090.303,5408059,105,5408939,2704469.5,3823452.938,5408059,880,0,0,0,0,0,0,0,0,0,104,40,0.554637425,0.184879142,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack ï¿½ Brute Force
53,215,2,2,46,46,23,23,23,0,23,23,23,0,427906.9767,18604.65116,71.66666667,40.99186911,119,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,64,9302.325581,9302.325581,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,853191,2,2,97,288,55,42,48.5,9.192388155,171,117,144,38.18376618,451.2471416,4.688281991,284397,272022.7034,598293,117533,735658,735658,0,735658,735658,715826,715826,0,715826,715826,0,0,0,0,60,52,2.344140995,2.344140995,42,171,88,54.82700065,3006,0,0,0,0,0,0,0,0,1,110,48.5,144,60,0,0,0,0,0,0,2,97,2,288,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,158,2,2,46,46,23,23,23,0,23,23,23,0,582278.481,25316.4557,52.66666667,89.48929172,156,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,12658.22785,12658.22785,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,5202519,3,1,0,0,0,0,0,0,0,0,0,0,0,0.768858317,1734173,3002927.514,5201655,129,5202519,2601259.5,3677514.584,5201655,864,0,0,0,0,0,0,0,0,0,104,40,0.576643737,0.192214579,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack ï¿½ XSS
53,141,2,2,80,112,40,40,40,0,56,56,56,0,1361702.128,28368.79433,47,76.21023553,135,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,14184.39716,14184.39716,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58,40,56,40,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
443,64904306,56,73,1627,115745,287,6,29.05357143,68.34788542,4230,42,1585.547945,923.8901606,1808.38541,1.987541474,507064.8906,5175470.445,58500000,2,64900000,1180078.291,7885856.73,58500000,23,64800000,900259.7083,6900493.536,58500000,2,1,0,0,0,1120,1460,0.862808702,1.124732772,6,4230,904.9923077,1037.610526,1076635.605,0,1,0,0,1,0,0,0,1,912.0077519,29.05357143,1585.547945,1120,0,0,0,0,0,0,56,1627,73,115745,253,144,55,20,6361446,0,6361446,6361446,58500000,0,58500000,58500000,BENIGN
80,84605352,10,9,0,0,0,0,0,0,0,0,0,0,0,0.224572081,4700297.333,5112597.592,10200000,23550,84600000,9400594.667,2518231,10200000,2685312,81900000,10200000,847.5613652,10200000,10200000,0,0,0,0,320,288,0.118195832,0.106376249,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,320,0,0,0,0,0,0,10,0,9,0,303,296,0,32,23957.75,729.6754171,25702,23550,10200000,740.6801411,10200000,10200000,BENIGN
443,117365539,30,44,968,48527,208,0,32.26666667,57.71507502,2860,0,1102.886364,650.3964521,421.7166335,0.630508756,1607747.11,9605539.992,58900000,1,117000000,4047087.552,15100000,58900000,28,117000000,2727409.186,12500000,59000000,1,0,0,0,0,612,892,0.255611658,0.374897098,0,2860,659.9333333,727.5827126,529376.6036,0,0,0,1,0,0,0,0,1,668.8513514,32.26666667,1102.886364,612,0,0,0,0,0,0,30,968,44,48527,8192,360,29,20,195339.5,153236.4034,303694,86985,58400000,665946.0955,58900000,58000000,BENIGN
54142,226,2,0,12,0,6,6,6,0,0,0,0,0,53097.34513,8849.557522,226,0,226,226,226,226,0,226,226,0,0,0,0,0,0,0,0,0,40,0,8849.557522,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,33,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
443,32031354,2,0,74,0,37,37,37,0,0,0,0,0,2.310236401,0.062438822,32000000,0,32000000,32000000,32000000,32000000,0,32000000,32000000,0,0,0,0,0,1,0,0,0,64,0,0.062438822,0,37,37,37,0,0,0,1,0,0,1,1,0,0,0,55.5,37,0,64,0,0,0,0,0,0,2,74,0,0,65535,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,33205,1,1,41,73,41,41,41,0,73,73,73,0,3433.217889,60.23189279,33205,0,33205,33205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,30.11594639,30.11594639,41,73,51.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,77.5,41,73,32,0,0,0,0,0,0,1,41,1,73,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
80,5603257,3,1,0,0,0,0,0,0,0,0,0,0,0,0.713870522,1867752.333,3234431.397,5602552,134,5603257,2801628.5,3961104.001,5602552,705,0,0,0,0,0,0,0,0,0,104,40,0.535402892,0.178467631,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack ï¿½ Brute Force
443,3236,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0,0,9579.728059,927.0704574,1618,2283.954903,3233,3,3236,1618,2283.954903,3233,3,0,0,0,0,0,0,0,0,0,96,0,927.0704574,0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0,96,0,0,0,0,0,0,3,31,0,0,330,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,23943124,3,3,150,288,56,42,50,7.211102551,117,58,96,32.96968304,18.2933522,0.250593866,4788624.8,9265575.412,21200000,410,23900000,11900000,13200000,21200000,2622216,23900000,12000000,13200000,21300000,2622118,0,0,0,0,72,72,0.125296933,0.125296933,42,117,70.57142857,30.82129752,949.952381,0,0,0,0,0,0,0,0,1,82.33333333,50,96,72,0,0,0,0,0,0,3,150,3,288,-1,-1,2,20,2622626,0,2622626,2622626,21200000,0,21200000,21200000,BENIGN
443,1779183,8,8,786,6646,420,0,98.25,150.2205521,2894,0,830.75,1033.247412,4177.198186,8.992891681,118612.2,274443.5431,1082299,1,1650181,235740.1429,380369.2838,1082299,231,1671568,238795.4286,440411.3468,1189085,4,0,0,0,0,180,168,4.496445841,4.496445841,0,2894,437.1764706,789.7965905,623778.6544,0,0,0,1,0,0,0,0,1,464.5,98.25,830.75,180,0,0,0,0,0,0,8,786,8,6646,29200,32160,7,20,0,0,0,0,0,0,0,0,BENIGN
53,177,2,2,66,98,33,33,33,0,49,49,49,0,926553.6723,22598.87006,59,96.99484522,171,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,80,80,11299.43503,11299.43503,33,49,39.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,49.25,33,49,80,0,0,0,0,0,0,2,66,2,98,-1,-1,1,40,0,0,0,0,0,0,0,0,BENIGN
53,66485,1,1,57,185,57,57,57,0,185,185,185,0,3639.918779,30.08197338,66485,0,66485,66485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.04098669,15.04098669,57,185,99.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,149.5,57,185,20,0,0,0,0,0,0,1,57,1,185,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
80,5588769,3,1,0,0,0,0,0,0,0,0,0,0,0,0.715721119,1862923,3225870.177,5587837,57,5588769,2794384.5,3950538.411,5587837,932,0,0,0,0,0,0,0,0,0,104,40,0.536790839,0.17893028,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack ï¿½ Brute Force
80,5340545,3,1,0,0,0,0,0,0,0,0,0,0,0,0.748987229,1780181.667,3082755.42,5339841,124,5340545,2670272.5,3775339.978,5339841,704,0,0,0,0,0,0,0,0,0,104,40,0.561740422,0.187246807,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack ï¿½ Brute Force
443,34,2,0,12,0,6,6,6,0,0,0,0,0,352941.1765,58823.52941,34,0,34,34,34,34,0,34,34,0,0,0,0,0,0,0,0,0,40,0,58823.52941,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,756809,8,12,358,12401,358,0,44.75,126.5721138,2736,0,1033.416667,840.8969733,16858.94327,26.42674704,39832.05263,73300.91689,251988,1,631157,90165.28571,95155.59422,251988,236,630741,57340.09091,117607.6791,377986,1,0,0,0,0,264,392,10.57069882,15.85604822,0,2736,607.5714286,805.2870651,648487.2571,0,0,0,1,0,0,0,0,1,637.95,44.75,1033.416667,264,0,0,0,0,0,0,8,358,12,12401,29200,54,1,32,0,0,0,0,0,0,0,0,BENIGN
80,55,1,1,0,0,0,0,0,0,0,0,0,0,0,36363.63636,55,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,18181.81818,18181.81818,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1444,1176,0,32,0,0,0,0,0,0,0,0,Web Attack ï¿½ Brute Force
443,77,2,0,12,0,6,6,6,0,0,0,0,0,155844.1558,25974.02597,77,0,77,77,77,77,0,77,77,0,0,0,0,0,0,0,0,0,40,0,25974.02597,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,163,2,2,64,96,32,32,32,0,48,48,48,0,981595.092,24539.8773,54.33333333,88.91194146,157,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,12269.93865,12269.93865,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,24572,2,2,64,280,32,32,32,0,140,140,140,0,13999.67443,162.7869119,8190.666667,14182.32077,24567,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,64,64,81.39345597,81.39345597,32,140,75.2,59.15403621,3499.2,0,0,0,0,0,0,0,0,1,94,32,140,64,0,0,0,0,0,0,2,64,2,280,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,117137357,18,15,874,1592,437,0,48.55555556,141.3174242,796,0,106.1333333,280.0851571,21.05220796,0.281720545,3660542.406,4773759.202,10000000,47,117000000,6890432.765,4562937.646,10000000,68,112000000,7981210.929,4112134.688,10000000,1185,0,0,0,0,584,488,0.153665752,0.128054793,0,796,72.52941176,211.0803718,44554.92335,0,0,0,1,0,0,0,0,0,74.72727273,48.55555556,106.1333333,584,0,0,0,0,0,0,18,874,15,1592,29200,287,2,32,135539.4545,370765.0287,1253438,23511,10000000,6223.479895,10000000,10000000,BENIGN
53,182,2,2,76,288,38,38,38,0,144,144,144,0,2000000,21978.02198,60.66666667,64.93329911,131,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,10989.01099,10989.01099,38,144,80.4,58.0585911,3370.8,0,0,0,0,0,0,0,0,1,100.5,38,144,40,0,0,0,0,0,0,2,76,2,288,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,63137,1,1,38,99,38,38,38,0,99,99,99,0,2169.884537,31.67714652,63137,0,63137,63137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.83857326,15.83857326,38,99,58.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,87.5,38,99,20,0,0,0,0,0,0,1,38,1,99,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
